,pcpheno,pcrna,strains,nutrient
14,-2.5233699797815494,2.8369348438316964,a28y,2glc
15,-2.612539423811206,3.3561971421199823,a28y,fru
16,-1.918936478925837,2.8511923937713064,a28y,02glc
17,0.7805735822651083,-1.5752779505065797,a28y,002glc
18,-0.1768870953628258,-0.5795832955504576,a28y,mal
19,0.3250206490950237,0.3084958870231879,a28y,raf
20,0.30764157511610796,-1.973928212364826,a28y,ac
