,pcpheno,pcrna,strains,nutrient
7,-2.714839420275281,2.656779848959605,cd103,2glc
8,-2.8023586654102326,3.1404119588240547,cd103,fru
9,-2.3893042186297597,1.0131416791227192,cd103,02glc
10,0.388622166418063,-1.9508989888415524,cd103,002glc
11,-2.118830373288764,-0.6002963309125757,cd103,mal
12,-0.8883505729813147,-1.0829657163862756,cd103,raf
13,-0.48243706603461384,-1.820427918209766,cd103,ac
