,on_level,off_level,on_sigma,off_sigma,on_fraction,off_fraction,id,gal,glc,muThresh
0,0.0,1.7032405925906744,0.0,0.008192661687554895,0.0,1.0,1,0.000244140625,0.5,2.3852212864372047
1,,1.6780775183515433,,0.021422877833325575,0.0,1.0,2,0.00048828125,0.5,2.3852212864372047
2,,1.7097146702930326,,0.024419949120788497,0.0,1.0,3,0.0009765625,0.5,2.3852212864372047
3,,1.681249225727742,,0.025301769571944178,0.0,1.0,4,0.001953125,0.5,2.3852212864372047
4,,1.712952475089853,,0.026626710830847677,0.0,1.0,5,0.00390625,0.5,2.3852212864372047
5,,1.7272688688130495,,0.024098214424660234,0.0,1.0,6,0.0078125,0.5,2.3852212864372047
6,0.0,1.7264324084954792,0.0,0.015902688305763274,0.0,1.0,7,0.015625,0.5,2.3852212864372047
7,0.0,1.739390257033877,0.0,0.020581592881451647,0.0,1.0,8,0.03125,0.5,2.3852212864372047
8,0.0,1.734659565811152,0.0,0.02863063352429536,0.0,1.0,9,0.0625,0.5,2.3852212864372047
9,0.0,1.7783719582804,0.0,0.03575100291223545,0.0,1.0,10,0.125,0.5,2.3852212864372047
10,2.4772128401409055,1.752122666059348,0.11923399214763684,0.03502351175858174,0.5433376719676971,0.456662328032303,11,0.25,0.5,2.3852212864372047
11,2.5921676461733285,1.7390415363614407,0.22189123921782283,0.02708882547666015,0.569062887436543,0.43093711256345707,12,0.5,0.5,2.3852212864372047
12,,1.711252535516756,,0.028551088021966847,0.0,1.0,13,0.000244140625,0.25,2.3852212864372047
13,,1.7331766923918632,,0.024433282721195642,0.0,1.0,14,0.00048828125,0.25,2.3852212864372047
14,,1.7221378712802289,,0.026171512846233445,0.0,1.0,15,0.0009765625,0.25,2.3852212864372047
15,,1.7193784449699945,,0.02619028564247201,0.0,1.0,16,0.001953125,0.25,2.3852212864372047
16,,1.7191445191869863,,0.029734349868378827,0.0,1.0,17,0.00390625,0.25,2.3852212864372047
17,0.0,1.7446340899456287,0.0,0.019135374373553733,0.0,1.0,18,0.0078125,0.25,2.3852212864372047
18,0.0,1.774570237562652,0.0,0.026977984820023268,0.0,1.0,19,0.015625,0.25,2.3852212864372047
19,0.0,1.7816603873096883,0.0,0.01990448872515336,0.0,1.0,20,0.03125,0.25,2.3852212864372047
20,0.0,1.801929988998922,0.0,0.03574904486970361,0.0,1.0,21,0.0625,0.25,2.3852212864372047
21,2.4716786618107283,1.7532080064602897,0.1351900725854295,0.025658933739080417,0.6443444660340922,0.35565553396590777,22,0.125,0.25,2.3852212864372047
22,2.732146029631428,1.768405870267747,0.218621647307191,0.03421220445766861,0.6254921678579093,0.3745078321420907,23,0.25,0.25,2.3852212864372047
23,2.6320150963061044,1.7627707622593074,0.28521060352786304,0.025948332354180294,0.6538230138285297,0.3461769861714702,24,0.5,0.25,2.3852212864372047
24,0.0,1.7272208179494073,0.0,0.016476229905724414,0.0,1.0,25,0.000244140625,0.125,2.3852212864372047
25,,1.7485739728688714,,0.028535289136282994,0.0,1.0,26,0.00048828125,0.125,2.3852212864372047
26,,1.7306892102634053,,0.027200074470558038,0.0,1.0,27,0.0009765625,0.125,2.3852212864372047
27,,1.7471413814625971,,0.029352363021656395,0.0,1.0,28,0.001953125,0.125,2.3852212864372047
28,0.0,1.7596635445003126,0.0,0.012974361596637118,0.0,1.0,29,0.00390625,0.125,2.3852212864372047
29,0.0,1.7982375403571609,0.0,0.028187889893803244,0.0,1.0,30,0.0078125,0.125,2.3852212864372047
30,0.0,1.7988509190786268,0.0,0.03342943215597184,0.0,1.0,31,0.015625,0.125,2.3852212864372047
31,2.4034150985836824,1.8107144601841598,0.07958850532425588,0.03480679295763476,0.487731274227689,0.512268725772311,32,0.03125,0.125,2.3852212864372047
32,2.545759890186796,1.7803621123310933,0.12447813564000124,0.033573744816589375,0.6317313492136526,0.3682686507863473,33,0.0625,0.125,2.3852212864372047
33,2.788019209498673,1.7643477617602896,0.1942278171032618,0.032620771124375475,0.6646610526960816,0.3353389473039184,34,0.125,0.125,2.3852212864372047
34,2.8976339766949075,1.7634930952937031,0.33593695874940804,0.03853755379688907,0.6534715280952674,0.3465284719047327,35,0.25,0.125,2.3852212864372047
35,2.754454091999064,1.7638624513100007,0.26118317535836755,0.02069080233663349,0.702495220885748,0.2975047791142518,36,0.5,0.125,2.3852212864372047
36,,1.8604493005518743,,0.026912337595329388,0.0,1.0,37,0.000244140625,0.0625,2.3852212864372047
37,,1.7725541580558926,,0.03077531905059086,0.0,1.0,38,0.00048828125,0.0625,2.3852212864372047
38,,1.7732094304022945,,0.029614002186666825,0.0,1.0,39,0.0009765625,0.0625,2.3852212864372047
39,0.0,1.7307467378829595,0.0,0.022059011758352485,0.0,1.0,40,0.001953125,0.0625,2.3852212864372047
40,0.0,1.7853975206737551,0.0,0.02014679651621663,0.0,1.0,41,0.00390625,0.0625,2.3852212864372047
41,0.0,1.80997162521423,0.0,0.030664918484299877,0.0,1.0,42,0.0078125,0.0625,2.3852212864372047
42,2.4623796316993167,1.8278513865495603,0.0866041865601698,0.03517713906796673,0.4501625479490887,0.5498374520509113,43,0.015625,0.0625,2.3852212864372047
43,2.5918880410292586,1.7953499203744323,0.12166423148265533,0.024048717552376826,0.6376929913114039,0.36230700868859606,44,0.03125,0.0625,2.3852212864372047
44,2.8107643778816644,1.77561929468517,0.17760211170634604,0.030440213801320018,0.6901096560743721,0.30989034392562786,45,0.0625,0.0625,2.3852212864372047
45,3.14184810527951,1.774133011370408,0.2562162929167791,0.04707253396937192,0.673067356135327,0.32693264386467297,46,0.125,0.0625,2.3852212864372047
46,3.0749781292415173,1.7800059367433843,0.3117512641954244,0.025486980650858644,0.6889895498700346,0.3110104501299655,47,0.25,0.0625,2.3852212864372047
47,2.9720665360922705,1.776056306312552,0.295752632981415,0.03266076381961927,0.7295772477833663,0.2704227522166337,48,0.5,0.0625,2.3852212864372047
48,0.0,1.7696391293229126,0.0,0.01578982232348594,0.0,1.0,49,0.000244140625,0.03125,2.3852212864372047
49,0.0,1.782667372393183,0.0,0.02004600415758584,0.0,1.0,50,0.00048828125,0.03125,2.3852212864372047
50,,1.7780643011464712,,0.02661055288075657,0.0,1.0,51,0.0009765625,0.03125,2.3852212864372047
51,0.0,1.7729438799588584,0.0,0.017866219327035495,0.0,1.0,52,0.001953125,0.03125,2.3852212864372047
52,0.0,1.797260526121349,0.0,0.017366296277357533,0.0,1.0,53,0.00390625,0.03125,2.3852212864372047
53,2.4738577738385468,1.8079578456621355,0.0925916698097362,0.023371281747967283,0.3808643637971575,0.6191356362028426,54,0.0078125,0.03125,2.3852212864372047
54,2.668545357536551,1.7997720677847526,0.12168482775219686,0.02570595722123915,0.5613801567319402,0.43861984326805986,55,0.015625,0.03125,2.3852212864372047
55,2.878766985729507,1.8008351834968153,0.1474612176367506,0.0300614889419915,0.6699208281967652,0.3300791718032348,56,0.03125,0.03125,2.3852212864372047
56,3.125106048178615,1.779079472716349,0.1952881949255526,0.03559906915970987,0.7211261910826013,0.2788738089173986,57,0.0625,0.03125,2.3852212864372047
57,3.421778788226631,1.7618147251968177,0.2803099114517215,0.061899709600193656,0.6947055833064836,0.3052944166935163,58,0.125,0.03125,2.3852212864372047
58,3.390391827832633,1.780291793187325,0.30670235850663563,0.044932901804502184,0.7235243588250154,0.27647564117498463,59,0.25,0.03125,2.3852212864372047
59,3.2989208423415683,1.7969093409995567,0.27058966125804923,0.04278324386760079,0.8075864665181451,0.19241353348185483,60,0.5,0.03125,2.3852212864372047
60,,1.9188540678078772,,0.015937154960068707,0.0,1.0,61,0.000244140625,0.015625,2.3852212864372047
61,,1.804080497361091,,0.03207807955157325,0.0,1.0,62,0.00048828125,0.015625,2.3852212864372047
62,0.0,1.8006848143222804,0.0,0.017276008577969914,0.0,1.0,63,0.0009765625,0.015625,2.3852212864372047
63,0.0,1.8060670792364968,0.0,0.028219699706700654,0.0,1.0,64,0.001953125,0.015625,2.3852212864372047
64,2.7248034245183033,1.8274621490786171,0.10107204993232355,0.034875221916339974,0.339620800544939,0.6603791994550611,65,0.00390625,0.015625,2.3852212864372047
65,3.138338141305592,1.8937367583729818,0.0931915252550489,0.036747251444784,0.6051235663982857,0.39487643360171437,66,0.0078125,0.015625,2.3852212864372047
66,3.176682945374582,1.8632918267517238,0.09470203415362476,0.04734237900792049,0.7467913633121184,0.25320863668788174,67,0.015625,0.015625,2.3852212864372047
