,on_level,off_level,on_sigma,off_sigma,on_fraction,off_fraction,id,gal,glc,muThresh
0,0.0,1.2210507354909483,0.0,0.037587181475382224,0.0,1.0,1,0.000244140625,0.5,2.0451915392404176
1,0.0,1.1958552346530602,0.0,0.02676348196901134,0.0,1.0,2,0.00048828125,0.5,2.0451915392404176
2,0.0,1.1858198448365598,0.0,0.0315709306253641,0.0,1.0,3,0.0009765625,0.5,2.0451915392404176
3,0.0,1.2443687530109988,0.0,0.016727631367592453,0.0,1.0,4,0.001953125,0.5,2.0451915392404176
4,0.0,1.1866632229377472,0.0,0.02993594031442996,0.0,1.0,5,0.00390625,0.5,2.0451915392404176
5,0.0,1.2492300906283824,0.0,0.021542734427957712,0.0,1.0,6,0.0078125,0.5,2.0451915392404176
6,0.0,1.2574125038804738,0.0,0.03411218313373174,0.0,1.0,7,0.015625,0.5,2.0451915392404176
7,0.0,1.2827249621519496,0.0,0.0388012597679518,0.0,1.0,8,0.03125,0.5,2.0451915392404176
8,0.0,1.298892521368149,0.0,0.04867959803315666,0.0,1.0,9,0.0625,0.5,2.0451915392404176
9,,1.5779705426782051,,0.16396976521975923,0.0,1.0,10,0.125,0.5,2.0451915392404176
10,,1.7443123250481192,,0.23506480316082973,0.0,1.0,11,0.25,0.5,2.0451915392404176
11,,1.9263433159857863,,0.32254653405686917,0.0,1.0,12,0.5,0.5,2.0451915392404176
12,0.0,1.1992578675203298,0.0,0.03061011733693388,0.0,1.0,13,0.000244140625,0.25,2.0451915392404176
13,0.0,1.2150361501651203,0.0,0.024425688889731692,0.0,1.0,14,0.00048828125,0.25,2.0451915392404176
14,0.0,1.2199725617594404,0.0,0.0266870663556107,0.0,1.0,15,0.0009765625,0.25,2.0451915392404176
15,0.0,1.2625492120227633,0.0,0.022791613414154036,0.0,1.0,16,0.001953125,0.25,2.0451915392404176
16,0.0,1.2758633410533744,0.0,0.02267158284488387,0.0,1.0,17,0.00390625,0.25,2.0451915392404176
17,0.0,1.278187309335682,0.0,0.02945640919494794,0.0,1.0,18,0.0078125,0.25,2.0451915392404176
18,0.0,1.2940269806432139,0.0,0.042522130089333095,0.0,1.0,19,0.015625,0.25,2.0451915392404176
19,0.0,1.3232935238443697,0.0,0.04153960362404545,0.0,1.0,20,0.03125,0.25,2.0451915392404176
20,,1.6513784690990188,,0.1602609924292319,0.0,1.0,21,0.0625,0.25,2.0451915392404176
21,,1.8234216743153113,,0.2451878007356797,0.0,1.0,22,0.125,0.25,2.0451915392404176
22,2.3347987943976194,1.2888378584752334,0.17574545030212954,0.05187302255511572,0.6510529724344227,0.3489470275655774,23,0.25,0.25,2.0451915392404176
23,,2.026526164559092,,0.40977994365869347,0.0,1.0,24,0.5,0.25,2.0451915392404176
24,0.0,1.1976304227489922,0.0,0.032046873618820707,0.0,1.0,25,0.000244140625,0.125,2.0451915392404176
25,,1.280042499737754,,0.05110929395791768,0.0,1.0,26,0.00048828125,0.125,2.0451915392404176
26,0.0,1.2046721489412524,0.0,0.03282117903021064,0.0,1.0,27,0.0009765625,0.125,2.0451915392404176
27,0.0,1.231739243798222,0.0,0.03418849677731215,0.0,1.0,28,0.001953125,0.125,2.0451915392404176
28,0.0,1.2842534382769817,0.0,0.035359529447032155,0.0,1.0,29,0.00390625,0.125,2.0451915392404176
29,0.0,1.3005453102684084,0.0,0.038136443327950194,0.0,1.0,30,0.0078125,0.125,2.0451915392404176
30,0.0,1.3326115970814607,0.0,0.04943151079501995,0.0,1.0,31,0.015625,0.125,2.0451915392404176
31,,1.6906589690362754,,0.17378899583534704,0.0,1.0,32,0.03125,0.125,2.0451915392404176
32,,1.8576189594481116,,0.24381810939343945,0.0,1.0,33,0.0625,0.125,2.0451915392404176
33,2.375044142828352,1.3077298265705668,0.13848986889283113,0.0380100523205157,0.7020930606525961,0.2979069393474038,34,0.125,0.125,2.0451915392404176
34,2.541147541092732,1.2862342776456246,0.31635045846472787,0.05847873472321157,0.7065266452838742,0.29347335471612584,35,0.25,0.125,2.0451915392404176
35,2.163730990106872,,0.4005397321806899,,1.0,0.0,36,0.5,0.125,2.0451915392404176
36,0.0,1.211146809974757,0.0,0.03104847566338672,0.0,1.0,37,0.000244140625,0.0625,2.0451915392404176
37,,1.313548118225529,,0.0466631723548086,0.0,1.0,38,0.00048828125,0.0625,2.0451915392404176
38,0.0,1.234693265279585,0.0,0.03195068884427713,0.0,1.0,39,0.0009765625,0.0625,2.0451915392404176
39,0.0,1.302562252532022,0.0,0.01451506212708189,0.0,1.0,40,0.001953125,0.0625,2.0451915392404176
40,0.0,1.3370718089183775,0.0,0.03198315696762061,0.0,1.0,41,0.00390625,0.0625,2.0451915392404176
41,0.0,1.346178160985714,0.0,0.03539488060867003,0.0,1.0,42,0.0078125,0.0625,2.0451915392404176
42,,1.6679410924650968,,0.1731265794138385,0.0,1.0,43,0.015625,0.0625,2.0451915392404176
43,2.170750573993111,1.3512963739324426,0.09691400395930788,0.047648103276082564,0.6395797212431372,0.36042027875686283,44,0.03125,0.0625,2.0451915392404176
44,2.377312031622024,1.3269937265794165,0.1361153884622822,0.04898292759503836,0.7177409272378853,0.28225907276211465,45,0.0625,0.0625,2.0451915392404176
45,2.6862947872866725,1.3163918212306382,0.22567484921323003,0.05861431757340049,0.7402321246406767,0.2597678753593233,46,0.125,0.0625,2.0451915392404176
46,2.689493016844857,1.29890831339962,0.38347966686585694,0.06044558241748973,0.7451705866563579,0.2548294133436422,47,0.25,0.0625,2.0451915392404176
