,on_fraction,on_level,on_sigma,off_level,off_sigma,off_fraction,id,gal,glc,muThresh
0,0.0,,,1.196481036020799,0.03145697691429733,1.0,1,0.000244140625,0.5,1.9270593856124894
1,0.0,,,1.1901763391413573,0.042334070872499255,1.0,2,0.00048828125,0.5,1.9270593856124894
2,0.0,,,1.1867132937738523,0.04499411824183682,1.0,3,0.0009765625,0.5,1.9270593856124894
3,0.0,,,1.1825940973148075,0.0480101136307957,1.0,4,0.001953125,0.5,1.9270593856124894
4,0.0,,,1.1758027443416554,0.05148138318827727,1.0,5,0.00390625,0.5,1.9270593856124894
5,0.0,0.0,0.0,1.1674560095956237,0.023833749141713104,1.0,6,0.0078125,0.5,1.9270593856124894
6,0.0,0.0,0.0,1.1746031454829493,0.022516113675745485,1.0,7,0.015625,0.5,1.9270593856124894
7,0.0,0.0,0.0,1.1969524718803146,0.017404653828044875,1.0,8,0.03125,0.5,1.9270593856124894
8,0.0,0.0,0.0,1.2098994876186946,0.03380320836224625,1.0,9,0.0625,0.5,1.9270593856124894
9,0.0,0.0,0.0,1.257033473684145,0.05055741854808174,1.0,10,0.125,0.5,1.9270593856124894
10,0.2458448030570094,1.995102258477936,0.2850286300490706,1.3473451634553637,0.06427349070918276,0.7541551969429906,11,0.25,0.5,1.9270593856124894
11,0.3085053400208191,2.0706800649699453,0.36126832632723715,1.412075715252844,0.08393654441951034,0.6914946599791809,12,0.5,0.5,1.9270593856124894
12,0.0,,,1.1756137569707112,0.04474313661369383,1.0,13,0.000244140625,0.25,1.9270593856124894
13,0.0,,,1.1708282008458397,0.04378034643651219,1.0,14,0.00048828125,0.25,1.9270593856124894
14,0.0,0.0,0.0,1.149365967789351,0.0592397611976765,1.0,15,0.0009765625,0.25,1.9270593856124894
15,0.0,,,1.1854503986922607,0.04620798107663736,1.0,16,0.001953125,0.25,1.9270593856124894
16,0.0,,,1.1791519946955074,0.044430274338083386,1.0,17,0.00390625,0.25,1.9270593856124894
17,0.0,,,1.1693995171506957,0.04473898239699888,1.0,18,0.0078125,0.25,1.9270593856124894
18,0.0,0.0,0.0,1.1689816665955612,0.019839600907896816,1.0,19,0.015625,0.25,1.9270593856124894
19,0.0,0.0,0.0,1.1764149392511798,0.0251160995729121,1.0,20,0.03125,0.25,1.9270593856124894
20,0.0,0.0,0.0,1.210474355830575,0.031208165153344583,1.0,21,0.0625,0.25,1.9270593856124894
21,0.0,0.0,0.0,1.2564553626949322,0.04923564424994206,1.0,22,0.125,0.25,1.9270593856124894
22,0.23903958186279184,1.9627906766693977,0.3201204633676117,1.35454754534739,0.06470192353499857,0.760960418137208,23,0.25,0.25,1.9270593856124894
23,0.2986435959857554,2.1042499817164857,0.35388168562671407,1.426679144096296,0.09069188358644051,0.7013564040142445,24,0.5,0.25,1.9270593856124894
24,0.0,,,1.1808623860975997,0.043217778235789046,1.0,25,0.000244140625,0.125,1.9270593856124894
25,0.0,,,1.1688601160412735,0.04524598072217191,1.0,26,0.00048828125,0.125,1.9270593856124894
26,0.0,,,1.1763085070654569,0.04634044138606586,1.0,27,0.0009765625,0.125,1.9270593856124894
27,0.0,,,1.1839937131811358,0.04327263551997242,1.0,28,0.001953125,0.125,1.9270593856124894
28,0.0,,,1.1936777519859552,0.048591800580226024,1.0,29,0.00390625,0.125,1.9270593856124894
29,0.0,0.0,0.0,1.1814310517697795,0.02723602663376585,1.0,30,0.0078125,0.125,1.9270593856124894
30,0.0,0.0,0.0,1.2184551975883462,0.03987173741128359,1.0,31,0.015625,0.125,1.9270593856124894
31,0.22340768724655727,2.009687326162685,0.283421651466435,1.285461120545892,0.054905525365879664,0.7765923127534426,32,0.03125,0.125,1.9270593856124894
32,0.3211632696851765,2.156924679060351,0.40081050147412195,1.3945741580634412,0.09989399076852631,0.6788367303148235,33,0.0625,0.125,1.9270593856124894
33,0.434756667403223,2.2984975911818006,0.3937265171592085,1.4375838909212109,0.1431003512034884,0.5652433325967771,34,0.125,0.125,1.9270593856124894
34,0.509061453090778,2.441524304467487,0.3539052338059135,1.5464781662668483,0.17713297426720884,0.490938546909222,35,0.25,0.125,1.9270593856124894
35,1.0,2.0972265427916765,0.5181583754706695,,,0.0,36,0.5,0.125,1.9270593856124894
36,0.0,,,1.1836596340860277,0.04649023855327918,1.0,37,0.000244140625,0.0625,1.9270593856124894
37,0.0,,,1.1685161644229052,0.04625766298120929,1.0,38,0.00048828125,0.0625,1.9270593856124894
