,on_fraction,on_level,on_sigma,off_level,off_sigma,off_fraction,id,gal,glc,muThresh
0,0.0,,,1.251279570414579,0.10003358073888716,1.0,1,0.000244140625,0.5,1.7448670391248657
1,0.0,,,1.2355270194674495,0.02932690285745925,1.0,2,0.00048828125,0.5,1.7448670391248657
2,0.0,,,1.2314132895062777,0.12265824199179325,1.0,4,0.001953125,0.5,1.7448670391248657
3,0.0,,,1.2518349541275462,0.11262986974049664,1.0,6,0.0078125,0.5,1.7448670391248657
4,0.0,,,1.2548406911598813,0.09563327069629929,1.0,7,0.015625,0.5,1.7448670391248657
5,0.0,,,1.2751289733102822,0.12291375189071678,1.0,8,0.03125,0.5,1.7448670391248657
6,0.0,,,1.2975113108553578,0.1597154876724422,1.0,9,0.0625,0.5,1.7448670391248657
7,0.0,0.0,0.0,1.1599818249092362,0.09973273312175784,1.0,10,0.125,0.5,1.7448670391248657
8,0.38214749894636313,1.92120925359652,0.1681006720673892,1.2585392351208793,0.12185344626198745,0.6178525010536368,11,0.25,0.5,1.7448670391248657
9,0.0,,,1.7247269123534943,0.25299912455827944,1.0,12,0.5,0.5,1.7448670391248657
10,0.0,,,1.2403771283487268,0.08956256980829937,1.0,13,0.000244140625,0.25,1.7448670391248657
11,0.0,0.0,0.0,1.2222439378982233,0.017396181294019052,1.0,14,0.00048828125,0.25,1.7448670391248657
12,0.0,,,1.2325689178140091,0.1344358272573873,1.0,16,0.001953125,0.25,1.7448670391248657
13,0.0,,,1.232192608806098,0.08639466653577238,1.0,17,0.00390625,0.25,1.7448670391248657
14,0.0,,,1.2481264231011746,0.15235217984888624,1.0,18,0.0078125,0.25,1.7448670391248657
15,0.0,,,1.2841293113163665,0.14371499979380023,1.0,19,0.015625,0.25,1.7448670391248657
16,0.0,0.0,0.0,1.2164769776841713,0.06472572231206204,1.0,20,0.03125,0.25,1.7448670391248657
17,0.400358938222143,1.754061247922057,0.16027269854480403,1.1847648177969634,0.09987375234022478,0.5996410617778569,21,0.0625,0.25,1.7448670391248657
18,0.0,,,1.5421365938591298,0.27319405063814456,1.0,22,0.125,0.25,1.7448670391248657
19,0.0,,,1.7205367704460712,0.29455485988158614,1.0,23,0.25,0.25,1.7448670391248657
20,1.0,1.9743053195666813,0.3281780683864705,,,0.0,24,0.5,0.25,1.7448670391248657
