,on_level,off_level,on_sigma,off_sigma,on_fraction,off_fraction,id,gal,glc,muThresh
0,0.0,1.056795811566609,0.0,0.029883211379932616,0.0,1.0,1,0.000244140625,0.5,1.6960988695331594
1,,1.074259146162224,,0.05512297608226454,0.0,1.0,2,0.00048828125,0.5,1.6960988695331594
2,0.0,0.9976927360236646,0.0,0.04147961771351127,0.0,1.0,3,0.0009765625,0.5,1.6960988695331594
3,,1.08232254403043,,0.05329408261978741,0.0,1.0,4,0.001953125,0.5,1.6960988695331594
4,0.0,1.013430457752111,0.0,0.03580042743787317,0.0,1.0,5,0.00390625,0.5,1.6960988695331594
5,0.0,1.0735761955185144,0.0,0.027240986780744623,0.0,1.0,6,0.0078125,0.5,1.6960988695331594
6,0.0,1.0831595684593645,0.0,0.02783598787480154,0.0,1.0,7,0.015625,0.5,1.6960988695331594
7,0.0,1.1051910079844307,0.0,0.03238330785830928,0.0,1.0,8,0.03125,0.5,1.6960988695331594
8,0.0,1.1505816400859994,0.0,0.04259957667901158,0.0,1.0,9,0.0625,0.5,1.6960988695331594
9,0.0,1.2225409295687502,0.0,0.05481047217340978,0.0,1.0,10,0.125,0.5,1.6960988695331594
10,1.8355935787810684,1.3764374966763473,0.13590531933361213,0.08884699734962465,0.4202829348532268,0.5797170651467732,11,0.25,0.5,1.6960988695331594
11,1.9418165728869143,,0.29566458801190754,,1.0,0.0,12,0.5,0.5,1.6960988695331594
12,0.0,0.9949475743508809,0.0,0.04096859817158131,0.0,1.0,13,0.000244140625,0.25,1.6960988695331594
13,,1.080682826547232,,0.05705875395460905,0.0,1.0,14,0.00048828125,0.25,1.6960988695331594
14,,1.0907034202953827,,0.056071850890461586,0.0,1.0,15,0.0009765625,0.25,1.6960988695331594
15,,1.095719768287536,,0.05612928098216391,0.0,1.0,16,0.001953125,0.25,1.6960988695331594
16,,1.0990008283735715,,0.05606300758241794,0.0,1.0,17,0.00390625,0.25,1.6960988695331594
17,0.0,1.089224763546533,0.0,0.029559994457355847,0.0,1.0,18,0.0078125,0.25,1.6960988695331594
18,0.0,1.116863258960606,0.0,0.0405721448642065,0.0,1.0,19,0.015625,0.25,1.6960988695331594
19,0.0,1.1460974500382795,0.0,0.04953023012461092,0.0,1.0,20,0.03125,0.25,1.6960988695331594
20,1.728244218153567,1.2724553390974442,0.12372872160153275,0.06761350983421438,0.37577723298872545,0.6242227670112745,21,0.0625,0.25,1.6960988695331594
21,2.0080393063965882,1.4717648216645143,0.1719874975133608,0.10392991207094208,0.4235624667694037,0.5764375332305964,22,0.125,0.25,1.6960988695331594
22,1.9704520722782715,,0.30652071379565404,,1.0,0.0,23,0.25,0.25,1.6960988695331594
23,2.2016023403220557,,0.3984933489603997,,1.0,0.0,24,0.5,0.25,1.6960988695331594
24,0.0,1.0151857279643675,0.0,0.03925201226871877,0.0,1.0,25,0.000244140625,0.125,1.6960988695331594
25,0.0,1.001382439565154,0.0,0.041129838409757764,0.0,1.0,26,0.00048828125,0.125,1.6960988695331594
26,,1.0975162850104812,,0.05096886369687301,0.0,1.0,27,0.0009765625,0.125,1.6960988695331594
27,0.0,1.0256291976355356,0.0,0.04051502661532648,0.0,1.0,28,0.001953125,0.125,1.6960988695331594
28,0.0,1.1004724723139117,0.0,0.027015238876529346,0.0,1.0,29,0.00390625,0.125,1.6960988695331594
29,0.0,1.1212088606713124,0.0,0.034329531005292846,0.0,1.0,30,0.0078125,0.125,1.6960988695331594
30,0.0,1.191960004556959,0.0,0.05621020240081143,0.0,1.0,31,0.015625,0.125,1.6960988695331594
31,1.9212678724601264,1.3575194756813977,0.17777178795534565,0.09692703380041535,0.3944012537398055,0.6055987462601945,32,0.03125,0.125,1.6960988695331594
32,1.9226514694672934,,0.29947243040721316,,1.0,0.0,33,0.0625,0.125,1.6960988695331594
33,2.1702245860563045,,0.36620224309782795,,1.0,0.0,34,0.125,0.125,1.6960988695331594
34,2.6497016390328056,1.9761626318946222,0.2545115480945726,0.4057539845024075,0.5946584679048043,0.4053415320951957,35,0.25,0.125,1.6960988695331594
35,2.7266950899476563,1.5854690741976134,0.2560299256006048,0.4056757440547581,0.7487829570221509,0.2512170429778491,36,0.5,0.125,1.6960988695331594
36,0.0,1.013459205371055,0.0,0.041599204908238936,0.0,1.0,37,0.000244140625,0.0625,1.6960988695331594
37,,1.0912960671905827,,0.05970555625300445,0.0,1.0,38,0.00048828125,0.0625,1.6960988695331594
38,,1.0977744717726696,,0.05625512121712282,0.0,1.0,39,0.0009765625,0.0625,1.6960988695331594
39,0.0,1.0369702537668215,0.0,0.038529842073015866,0.0,1.0,40,0.001953125,0.0625,1.6960988695331594
40,0.0,1.1338204587367382,0.0,0.03813502132182395,0.0,1.0,41,0.00390625,0.0625,1.6960988695331594
41,1.78229744225316,1.2248118017094156,0.15524320502482875,0.06283729096348185,0.3316874728188027,0.6683125271811974,42,0.0078125,0.0625,1.6960988695331594
42,2.239354101761253,1.485535261480832,0.2177078295069217,0.13071392309732305,0.37709412432725803,0.6229058756727419,43,0.015625,0.0625,1.6960988695331594
43,2.1939333748779357,,0.3995846275123175,,1.0,0.0,44,0.03125,0.0625,1.6960988695331594
44,2.7328177886063116,1.950512825232648,0.24867124195292578,0.36761452661902927,0.6123298368528078,0.38767016314719216,45,0.0625,0.0625,1.6960988695331594
45,2.847596689558976,2.00539503727295,0.24465551634841878,0.5409714240865583,0.6859697134273893,0.3140302865726107,46,0.125,0.0625,1.6960988695331594
46,2.8773300700046405,0.979480468978054,0.3188453756574356,0.060480847726673996,0.8913014106929511,0.10869858930704882,47,0.25,0.0625,1.6960988695331594
47,2.9612635625181847,1.0645014170293348,0.2764596692702492,0.08575890186192084,0.8337299259362914,0.16627007406370867,48,0.5,0.0625,1.6960988695331594
48,0.0,1.0864992313672241,0.0,0.02767774139133262,0.0,1.0,49,0.000244140625,0.03125,1.6960988695331594
49,,1.0979675651658993,,0.056288661255890785,0.0,1.0,50,0.00048828125,0.03125,1.6960988695331594
50,0.0,1.09485493971096,0.0,0.027698012260327788,0.0,1.0,51,0.0009765625,0.03125,1.6960988695331594
51,0.0,1.1318010660937217,0.0,0.03599638276768866,0.0,1.0,52,0.001953125,0.03125,1.6960988695331594
52,2.0069359660071964,1.2793922056549243,0.20989474530965826,0.08450317599320999,0.3324794655230486,0.6675205344769515,53,0.00390625,0.03125,1.6960988695331594
53,2.0941458896853167,,0.41805764658825917,,1.0,0.0,54,0.0078125,0.03125,1.6960988695331594
54,2.816686377740114,2.0250433626317728,0.26580350922488033,0.39982083426033665,0.5823346288379924,0.41766537116200775,55,0.015625,0.03125,1.6960988695331594
55,3.0552917440686524,1.7674866096902047,0.22943485894268345,0.4888366191047432,0.8165196340383765,0.1834803659616235,56,0.03125,0.03125,1.6960988695331594
56,3.1134691799068834,1.741115502197868,0.22080380453998527,0.5295294854006052,0.8314183776022552,0.16858162239774488,57,0.0625,0.03125,1.6960988695331594
57,3.1192167601311707,,0.27214691467344776,,1.0,0.0,58,0.125,0.03125,1.6960988695331594
58,3.2198510313722855,1.051516684720026,0.26410307600841926,0.10695154232366988,0.8701719685260283,0.12982803147397162,59,0.25,0.03125,1.6960988695331594
59,3.3342600141066883,0.973045000628352,0.2979742790452231,0.09297061148498012,0.7771221658746931,0.22287783412530693,60,0.5,0.03125,1.6960988695331594
60,,1.108134114526965,,0.05483875735260095,0.0,1.0,61,0.000244140625,0.015625,1.6960988695331594
61,0.0,1.032565342945715,0.0,0.04587722362850581,0.0,1.0,62,0.00048828125,0.015625,1.6960988695331594
62,0.0,1.1227401006260045,0.0,0.03652610368044986,0.0,1.0,63,0.0009765625,0.015625,1.6960988695331594
63,2.19982811853567,1.2696183133321484,0.2148088892727405,0.08983922038288113,0.32744462476093283,0.6725553752390672,64,0.001953125,0.015625,1.6960988695331594
64,2.3023300591202336,,0.5063866469964691,,1.0,0.0,65,0.00390625,0.015625,1.6960988695331594
65,3.0683947438313197,1.8094120583087556,0.21181020384284793,0.507994331670951,0.8295223284527823,0.17047767154721774,66,0.0078125,0.015625,1.6960988695331594
