,on_level,off_level,on_sigma,off_sigma,on_fraction,off_fraction,id,gal,glc,muThresh
0,0.0,1.141185108278636,0.0,0.015294259343142753,0.0,1.0,1,0.000244140625,0.5,1.924371943272568
1,0.0,1.138768395129844,0.0,0.016084644042541948,0.0,1.0,2,0.00048828125,0.5,1.924371943272568
2,0.0,1.1348760310570971,0.0,0.01738950037698107,0.0,1.0,3,0.0009765625,0.5,1.924371943272568
3,0.0,1.1456125263647776,0.0,0.027888187127822053,0.0,1.0,4,0.001953125,0.5,1.924371943272568
4,0.0,1.1405985173379578,0.0,0.022305041768587518,0.0,1.0,5,0.00390625,0.5,1.924371943272568
5,0.0,1.1755253799003802,0.0,0.029859118881889097,0.0,1.0,6,0.0078125,0.5,1.924371943272568
6,2.7372494900654707,1.195075989887375,0.41088771232598886,0.05563530833708866,0.21396638055327155,0.7860336194467284,7,0.015625,0.5,1.924371943272568
7,3.1011584162795263,1.3039582591444108,0.27762824975656253,0.10061017697731033,0.5028754754518578,0.49712452454814215,8,0.03125,0.5,1.924371943272568
8,3.3891523265831562,1.6803733667599492,0.15663481884594924,0.29598461476890975,0.7253888021939577,0.2746111978060424,9,0.0625,0.5,1.924371943272568
9,3.5363991947019655,2.0765483817403383,0.11439036154518863,0.4742914239890111,0.823128794115824,0.1768712058841761,10,0.125,0.5,1.924371943272568
10,3.646086325464239,2.260870742253074,0.10633820917234345,0.598312622744636,0.8787709905074781,0.12122900949252201,11,0.25,0.5,1.924371943272568
11,3.7699857407757675,,0.10573108319341876,,1.0,0.0,12,0.5,0.5,1.924371943272568
12,0.0,1.1147083021023725,0.0,0.026339083452794353,0.0,1.0,13,0.000244140625,0.25,1.924371943272568
13,0.0,1.1218847356993882,0.0,0.024792839995190764,0.0,1.0,14,0.00048828125,0.25,1.924371943272568
14,0.0,1.1286676705589278,0.0,0.026506204688352568,0.0,1.0,15,0.0009765625,0.25,1.924371943272568
15,0.0,1.1434889407466986,0.0,0.02261720449875365,0.0,1.0,16,0.001953125,0.25,1.924371943272568
16,0.0,1.1677233266650073,0.0,0.034964561007124015,0.0,1.0,17,0.00390625,0.25,1.924371943272568
17,2.745389655475203,1.182406038088271,0.45164341415492176,0.04850080106679404,0.1448266121704395,0.8551733878295604,18,0.0078125,0.25,1.924371943272568
18,3.047001171043488,1.2488610079896707,0.2993481132719952,0.08143188435770782,0.47302844635014435,0.5269715536498557,19,0.015625,0.25,1.924371943272568
19,3.34090860444324,1.5819631928196087,0.15975456273466726,0.2467129872968672,0.689863046064565,0.31013695393543494,20,0.03125,0.25,1.924371943272568
20,3.485750830572837,1.8639827247599547,0.1420811397639581,0.4177877044624546,0.8113557757199649,0.1886442242800352,21,0.0625,0.25,1.924371943272568
21,3.5520008500197076,2.0175639378603694,0.1256453668596672,0.5009972680528539,0.8655298262884183,0.13447017371158154,22,0.125,0.25,1.924371943272568
22,3.66135600174578,2.0818992710455952,0.12833752037774035,0.6141316168927186,0.8783644063937689,0.12163559360623115,23,0.25,0.25,1.924371943272568
23,3.792442991569406,,0.10973926974078838,,1.0,0.0,24,0.5,0.25,1.924371943272568
24,0.0,1.1382736553887154,0.0,0.018925782791855097,0.0,1.0,25,0.000244140625,0.125,1.924371943272568
25,0.0,1.1370275369797038,0.0,0.020100716074169595,0.0,1.0,26,0.00048828125,0.125,1.924371943272568
26,0.0,1.1332161597950015,0.0,0.02836427142284988,0.0,1.0,27,0.0009765625,0.125,1.924371943272568
