,on_fraction,on_level,on_sigma,off_level,off_sigma,off_fraction,id,gal,glc,muThresh
0,0.0,,,1.0935755107047245,0.03273143684982393,1.0,1,0.000244140625,0.5,1.8899876857253783
1,0.0,,,1.0942614486754374,0.02100372967323856,1.0,2,0.00048828125,0.5,1.8899876857253783
2,0.0,,,1.1023756975217585,0.03269593465930364,1.0,3,0.0009765625,0.5,1.8899876857253783
3,0.0,,,1.0951428772416025,0.036154783152294784,1.0,4,0.001953125,0.5,1.8899876857253783
4,0.0,,,1.106670732972048,0.02623497619364512,1.0,5,0.00390625,0.5,1.8899876857253783
5,0.0,,,1.1031970184095174,0.01837378871286099,1.0,6,0.0078125,0.5,1.8899876857253783
6,0.0,0.0,0.0,1.092590355704896,0.02009110023141779,1.0,7,0.015625,0.5,1.8899876857253783
7,0.0,0.0,0.0,1.1077234873717208,0.017099082294483824,1.0,8,0.03125,0.5,1.8899876857253783
8,0.0,0.0,0.0,1.080126979524295,0.024968896174747728,1.0,9,0.0625,0.5,1.8899876857253783
9,0.0,,,1.1244453623518678,0.03780650583771114,1.0,10,0.125,0.5,1.8899876857253783
10,0.0,0.0,0.0,1.1273124917477177,0.012226988657686741,1.0,11,0.25,0.5,1.8899876857253783
11,0.0,0.0,0.0,1.1428615605586874,0.024545249217564017,1.0,12,0.5,0.5,1.8899876857253783
12,0.0,,,1.0999780035758826,0.040013154543376395,1.0,13,0.000244140625,0.25,1.8899876857253783
13,0.0,,,1.1083611004344038,0.03476692879876166,1.0,14,0.00048828125,0.25,1.8899876857253783
14,0.0,0.0,0.0,1.0832685037513434,0.021924192587377978,1.0,15,0.0009765625,0.25,1.8899876857253783
15,0.0,,,1.0858054716277663,0.042648161786538206,1.0,16,0.001953125,0.25,1.8899876857253783
16,0.0,0.0,0.0,0.999711296958434,0.031226979199163136,1.0,17,0.00390625,0.25,1.8899876857253783
17,0.0,,,1.0967428247062232,0.029386733086245214,1.0,18,0.0078125,0.25,1.8899876857253783
18,0.0,,,1.1023259791379478,0.036229377337665104,1.0,19,0.015625,0.25,1.8899876857253783
19,0.0,0.0,0.0,1.0959280015783714,0.018614326545442542,1.0,20,0.03125,0.25,1.8899876857253783
20,0.0,0.0,0.0,1.0818913161964185,0.029171542436606822,1.0,21,0.0625,0.25,1.8899876857253783
21,0.0,0.0,0.0,1.109690875259659,0.029953709658396555,1.0,22,0.125,0.25,1.8899876857253783
22,0.0,0.0,0.0,1.1205084670085297,0.03651939550676957,1.0,23,0.25,0.25,1.8899876857253783
23,0.0,0.0,0.0,1.157398533094041,0.02604407554432072,1.0,24,0.5,0.25,1.8899876857253783
24,0.0,0.0,0.0,1.0909950257193242,0.023536691178459378,1.0,25,0.000244140625,0.125,1.8899876857253783
25,0.0,,,1.1129992862221845,0.03743410448882446,1.0,26,0.00048828125,0.125,1.8899876857253783
26,0.0,0.0,0.0,1.012993257922399,0.03239839728063136,1.0,27,0.0009765625,0.125,1.8899876857253783
27,0.0,,,1.1064260091387246,0.047976353399467375,1.0,28,0.001953125,0.125,1.8899876857253783
28,0.0,,,1.109589179671597,0.026814417964798005,1.0,29,0.00390625,0.125,1.8899876857253783
29,0.0,,,1.1144887432183292,0.022241847148825503,1.0,30,0.0078125,0.125,1.8899876857253783
30,0.0,0.0,0.0,1.1098608778523436,0.028794692682914402,1.0,31,0.015625,0.125,1.8899876857253783
31,0.0,0.0,0.0,1.1199191612940205,0.033323548937019457,1.0,32,0.03125,0.125,1.8899876857253783
32,0.0,0.0,0.0,1.122216073631568,0.04904999175459955,1.0,33,0.0625,0.125,1.8899876857253783
33,0.0,0.0,0.0,1.1258002796972564,0.04570570300443487,1.0,34,0.125,0.125,1.8899876857253783
34,0.13638543108500192,2.29736470504957,0.3775284762106334,1.1328464279294248,0.04420505927562414,0.8636145689149981,35,0.25,0.125,1.8899876857253783
35,0.21578379580053533,2.3559406737866797,0.40684603332580344,1.169129849411962,0.02870367013855067,0.7842162041994647,36,0.5,0.125,1.8899876857253783
36,0.0,0.0,0.0,1.12837701290854,0.027027519116558787,1.0,37,0.000244140625,0.0625,1.8899876857253783
37,0.0,0.0,0.0,1.1114294543493342,0.021050838887600815,1.0,38,0.00048828125,0.0625,1.8899876857253783
38,0.0,0.0,0.0,1.028391241890151,0.03193273845447159,1.0,39,0.0009765625,0.0625,1.8899876857253783
39,0.0,0.0,0.0,1.0282618306325124,0.03092064587802759,1.0,40,0.001953125,0.0625,1.8899876857253783
40,0.0,0.0,0.0,1.0929655657500823,0.014714369878348886,1.0,41,0.00390625,0.0625,1.8899876857253783
41,0.0,0.0,0.0,1.1016639435830842,0.04196063733654709,1.0,42,0.0078125,0.0625,1.8899876857253783
42,0.15205599154276025,2.296630864323141,0.3520411905317694,1.1125727660306368,0.04226148327118369,0.8479440084572397,43,0.015625,0.0625,1.8899876857253783
43,0.16507500771778,2.3886841877898406,0.3713605671970762,1.1250305465936612,0.03956074479023308,0.83492499228222,44,0.03125,0.0625,1.8899876857253783
44,0.2823696473330637,2.6440233005887612,0.3774548463403109,1.1265527200098346,0.04050032498357128,0.7176303526669364,45,0.0625,0.0625,1.8899876857253783
45,0.3387915977048243,2.6669212853801483,0.35658885037229143,1.1368506987760691,0.023020577284229994,0.6612084022951756,46,0.125,0.0625,1.8899876857253783
46,0.43839847082846956,2.7279215409705215,0.3634783900824456,1.1618428612403913,0.023989451454730783,0.5616015291715304,47,0.25,0.0625,1.8899876857253783
