,on_fraction,on_level,on_sigma,off_level,off_sigma,off_fraction,id,gal,glc,muThresh
0,0.0,,,0.9813513988944734,0.07714981286935185,1.0,1,0.000244140625,0.5,1.6974842211698884
1,0.0,0.0,0.0,0.8471934253780329,0.04796900807735778,1.0,2,0.00048828125,0.5,1.6974842211698884
2,0.0,0.0,0.0,0.8400190212794434,0.04598610148747728,1.0,3,0.0009765625,0.5,1.6974842211698884
3,0.0,0.0,0.0,0.8767170865861091,0.04550772658241885,1.0,4,0.001953125,0.5,1.6974842211698884
4,0.0,0.0,0.0,0.933135152541532,0.0451331259980066,1.0,5,0.00390625,0.5,1.6974842211698884
5,0.10608407637593346,2.5518419472673455,0.3137000168995769,1.001154709558188,0.07804793898123201,0.8939159236240665,6,0.0078125,0.5,1.6974842211698884
6,0.49094818780637717,2.8772002886615677,0.22153550058337598,1.0592274661834147,0.114858181246686,0.5090518121936228,7,0.015625,0.5,1.6974842211698884
7,0.776583129272402,3.1413543537687247,0.15851971410766172,1.1965513837580595,0.21104007804765032,0.223416870727598,8,0.03125,0.5,1.6974842211698884
8,0.8943351155013443,3.293625824852327,0.1346884638061691,1.3004895106040426,0.39298306104696723,0.1056648844986557,9,0.0625,0.5,1.6974842211698884
9,1.0,3.389390305833876,0.14869352641686015,,,0.0,10,0.125,0.5,1.6974842211698884
10,1.0,3.4845599877128866,0.15252825756602442,,,0.0,11,0.25,0.5,1.6974842211698884
11,1.0,3.5985316304272517,0.16419464066550093,,,0.0,12,0.5,0.5,1.6974842211698884
12,0.0,0.0,0.0,0.8662213099091607,0.04881502764666553,1.0,13,0.000244140625,0.25,1.6974842211698884
13,0.0,0.0,0.0,0.8622485056104793,0.04948279080031063,1.0,14,0.00048828125,0.25,1.6974842211698884
14,0.0,0.0,0.0,0.8214359931882663,0.048677407301706374,1.0,15,0.0009765625,0.25,1.6974842211698884
15,0.0,0.0,0.0,0.8386793851875186,0.0467276219723308,1.0,16,0.001953125,0.25,1.6974842211698884
16,0.0,0.0,0.0,0.9865185966995402,0.07574890335057866,1.0,17,0.00390625,0.25,1.6974842211698884
17,0.4065166430816,2.8396666675321796,0.24149382030023722,1.0259583596781854,0.09205061587615006,0.5934833569184,18,0.0078125,0.25,1.6974842211698884
18,0.7445090077854849,3.122832437866222,0.16547525931935222,1.1414025008050912,0.20232901755909682,0.2554909922145151,19,0.015625,0.25,1.6974842211698884
19,0.872383604179737,3.2802109270328463,0.14478011864105794,1.2393602177207692,0.3341282242968177,0.12761639582026293,20,0.03125,0.25,1.6974842211698884
20,1.0,3.327955303304547,0.15457993796775404,,,0.0,21,0.0625,0.25,1.6974842211698884
21,1.0,3.4246098846949202,0.151944590993201,,,0.0,22,0.125,0.25,1.6974842211698884
22,1.0,3.537079367995159,0.15868915426632144,,,0.0,23,0.25,0.25,1.6974842211698884
23,1.0,3.6576766710509974,0.16756015757451834,,,0.0,24,0.5,0.25,1.6974842211698884
24,0.0,0.0,0.0,0.8374388273464065,0.04953179863953062,1.0,25,0.000244140625,0.125,1.6974842211698884
25,0.0,0.0,0.0,0.8530282028908766,0.05083873254012533,1.0,26,0.00048828125,0.125,1.6974842211698884
26,0.0,0.0,0.0,0.8508128540264267,0.04618958238467159,1.0,27,0.0009765625,0.125,1.6974842211698884
27,0.0,0.0,0.0,0.9577573032934986,0.06614002725774239,1.0,28,0.001953125,0.125,1.6974842211698884
28,0.34783925510013813,2.8316008228364273,0.2417440185431434,1.0106963415512693,0.0923234104886971,0.6521607448998619,29,0.00390625,0.125,1.6974842211698884
29,0.7332632687620819,3.108696985661971,0.16732709586281294,1.0753069637354045,0.15756348051416894,0.2667367312379181,30,0.0078125,0.125,1.6974842211698884
30,0.8761302643640202,3.274750521840377,0.15023582637397645,1.1875065492978911,0.3002054019563427,0.12386973563597983,31,0.015625,0.125,1.6974842211698884
31,1.0,3.3511757966626146,0.15428486389072507,,,0.0,32,0.03125,0.125,1.6974842211698884
32,1.0,3.416004208846058,0.15757265013496957,,,0.0,33,0.0625,0.125,1.6974842211698884
33,1.0,3.4876006826498642,0.15278430619673392,,,0.0,34,0.125,0.125,1.6974842211698884
34,1.0,3.5908724437920676,0.13965056945384433,,,0.0,35,0.25,0.125,1.6974842211698884
35,1.0,3.7085459939173004,0.15973836614762485,,,0.0,36,0.5,0.125,1.6974842211698884
36,0.0,0.0,0.0,0.845946453576051,0.05091309184871894,1.0,37,0.000244140625,0.0625,1.6974842211698884
37,0.0,0.0,0.0,0.8374199226947232,0.0507771449908117,1.0,38,0.00048828125,0.0625,1.6974842211698884
38,0.0,0.0,0.0,0.8927426090830652,0.04996081105230302,1.0,39,0.0009765625,0.0625,1.6974842211698884
39,0.2066441801227374,2.775978372282822,0.2910487738686141,0.9821484171766485,0.09365792257097265,0.7933558198772626,40,0.001953125,0.0625,1.6974842211698884
40,0.6800317774301761,3.074550532108645,0.20067837183102677,1.0367606729840586,0.12784219882446562,0.319968222569824,41,0.00390625,0.0625,1.6974842211698884
41,0.8677978389761419,3.2930471288771086,0.1556147332905641,1.137450064293682,0.27137063092676517,0.13220216102385804,42,0.0078125,0.0625,1.6974842211698884
42,1.0,3.359363500663999,0.1529240103084549,,,0.0,43,0.015625,0.0625,1.6974842211698884
43,1.0,3.403140824529968,0.14705110244761257,,,0.0,44,0.03125,0.0625,1.6974842211698884
44,1.0,3.4555258713887245,0.1539936266823555,,,0.0,45,0.0625,0.0625,1.6974842211698884
45,1.0,3.527250357179966,0.14181776928682652,,,0.0,46,0.125,0.0625,1.6974842211698884
46,1.0,3.6009912328527287,0.12724465988017214,,,0.0,47,0.25,0.0625,1.6974842211698884
47,1.0,3.723187892011351,0.15588083365672467,,,0.0,48,0.5,0.0625,1.6974842211698884
48,0.0,0.0,0.0,0.8055092930188076,0.050630107917826545,1.0,49,0.000244140625,0.03125,1.6974842211698884
49,0.0,0.0,0.0,0.8754939156657067,0.05050574300489046,1.0,50,0.00048828125,0.03125,1.6974842211698884
50,0.0,0.0,0.0,0.9549594522227214,0.0804819373904114,1.0,51,0.0009765625,0.03125,1.6974842211698884
51,0.5082985653910148,2.993120389196076,0.25212320756449647,0.9999815390014649,0.11260769771884481,0.49170143460898513,52,0.001953125,0.03125,1.6974842211698884
52,0.8248710647255499,3.2519497768997083,0.1780706872070187,1.1498512795887177,0.26619140168606165,0.1751289352744502,53,0.00390625,0.03125,1.6974842211698884
53,0.8962738916989297,3.358852889997456,0.1720096742173665,1.111907380463875,0.3344972092331351,0.10372610830107029,54,0.0078125,0.03125,1.6974842211698884
54,1.0,3.4185200237295725,0.158258206219708,,,0.0,55,0.015625,0.03125,1.6974842211698884
55,1.0,3.4802296880283565,0.15285114634168265,,,0.0,56,0.03125,0.03125,1.6974842211698884
56,1.0,3.5123713386578674,0.1547550364410937,,,0.0,57,0.0625,0.03125,1.6974842211698884
57,1.0,3.568715025702265,0.12501988591599927,,,0.0,58,0.125,0.03125,1.6974842211698884
58,0.8971571923049687,3.6823953046921756,0.1737765021188897,1.172990639904035,0.48573096556987455,0.10284280769503125,59,0.25,0.03125,1.6974842211698884
59,1.0,3.714826031273467,0.1464455312036478,,,0.0,60,0.5,0.03125,1.6974842211698884
60,0.0,0.0,0.0,0.8617143187644751,0.04275034818630249,1.0,61,0.000244140625,0.015625,1.6974842211698884
61,0.0,0.0,0.0,0.9423306674409639,0.0544521627943153,1.0,62,0.00048828125,0.015625,1.6974842211698884
62,0.38197874126433146,2.8598072376256747,0.2896313959351851,0.9758878022153935,0.08852874881953186,0.6180212587356686,63,0.0009765625,0.015625,1.6974842211698884
63,0.7875071849946519,3.1852615533605597,0.19948770745781727,1.0900484787815297,0.18379004822648404,0.21249281500534806,64,0.001953125,0.015625,1.6974842211698884
64,1.0,3.354387995762858,0.174685038644162,,,0.0,65,0.00390625,0.015625,1.6974842211698884
65,1.0,3.4228647308056273,0.17252249062723224,,,0.0,66,0.0078125,0.015625,1.6974842211698884
66,1.0,3.462132449561195,0.1506519991347933,,,0.0,67,0.015625,0.015625,1.6974842211698884
67,1.0,3.482793666066664,0.14488218528784483,,,0.0,68,0.03125,0.015625,1.6974842211698884
68,1.0,3.5561536310437583,0.14232573097215045,,,0.0,69,0.0625,0.015625,1.6974842211698884
69,1.0,3.5771714028373642,0.1405168751565228,,,0.0,70,0.125,0.015625,1.6974842211698884
70,1.0,3.6165667352021518,0.14911327788644918,,,0.0,71,0.25,0.015625,1.6974842211698884
71,1.0,3.6983285203931393,0.14922563088132446,,,0.0,72,0.5,0.015625,1.6974842211698884
